CARGO;FICHA;PROCESO(S);SUBPROCESOS
GESTOR III;TP-DE-3006;Todos los procesos ;Todos los subprocesos asociados al o los proceso(s)
GESTOR II;TP-DE-3007;Todos los procesos ;Todos los subprocesos asociados al o los proceso(s)
GESTOR I;TP-DE-3008;Todos los procesos ;Todos los subprocesos asociados al o los proceso(s)
ANALISTA V;TP-DE-2009;Todos los procesos ;Todos los subprocesos asociados al o los proceso(s)
ANALISTA IV;TP-DE-2010;Todos los procesos ;Todos los subprocesos asociados al o los proceso(s)
ANALISTA III;TP-DE-2011;Todos los procesos ;Todos los subprocesos asociados al o los proceso(s)
ANALISTA II;TP-DE-2012;Todos los procesos ;Todos los subprocesos asociados al o los proceso(s)
ANALISTA I;TP-DE-2013;Todos los procesos ;Todos los subprocesos asociados al o los proceso(s)
FACILITADOR IV;TP-DE-1014;Todos los procesos ;Todos los subprocesos asociados al o los proceso(s)
FACILITADOR III;TP-DE-1015;Todos los procesos ;Todos los subprocesos asociados al o los proceso(s)
FACILITADOR II;TP-DE-1016;Todos los procesos ;Todos los subprocesos asociados al o los proceso(s)
FACILITADOR I;TP-DE-1017;Todos los procesos ;Todos los subprocesos asociados al o los proceso(s)
FACILITADOR IV;AF-RA-1008;Todos los procesos ;Todos los subprocesos asociados al o los proceso(s)
FACILITADOR III;AF-RA-1009;Todos los procesos ;Todos los subprocesos asociados al o los proceso(s)
FACILITADOR II;AF-RA-1011;Todos los procesos ;Todos los subprocesos asociados al o los proceso(s)
INSPECTOR IV;TP-AD-3001;Planeación, estrategia y control ;Tributación Internacional
INSPECTOR III;TP-AD-3002;Planeación, estrategia y control ;Tributación Internacional
INSPECTOR II;TP-AD-3003;Planeación, estrategia y control ;Tributación Internacional
INSPECTOR I;TP-AD-3004;Planeación, estrategia y control ;Tributación Internacional
GESTOR IV;TP-AD-3005;Planeación, estrategia y control ;Tributación Internacional
GESTOR III;TP-AD-3006;Planeación, estrategia y control ;Tributación Internacional
GESTOR II;TP-AD-3007;Planeación, estrategia y control ;Tributación Internacional
GESTOR I;TP-AD-3008;Planeación, estrategia y control ;Tributación Internacional
ANALISTA V;TP-AD-2009;Planeación, estrategia y control ;Tributación Internacional
ANALISTA IV;TP-AD-2010;Planeación, estrategia y control ;Tributación Internacional
ANALISTA III;TP-AD-2011;Planeación, estrategia y control ;Tributación Internacional
ANALISTA II;TP-AD-2012;Planeación, estrategia y control ;Tributación Internacional
ANALISTA I;TP-AD-2013;Planeación, estrategia y control ;Tributación Internacional
FACILITADOR IV;TP-AD-1014;Planeación, estrategia y control ;Tributación Internacional
FACILITADOR III;TP-AD-1015;Planeación, estrategia y control ;Tributación Internacional
FACILITADOR II;TP-AD-1016;Planeación, estrategia y control ;Tributación Internacional
INSPECTOR IV;TP-DE-3001;Planeación, estrategia y control ;Tributación Internacional
INSPECTOR III;TP-DE-3002;Planeación, estrategia y control ;Tributación Internacional
INSPECTOR II;TP-DE-3003;Planeación, estrategia y control ;Tributación Internacional
INSPECTOR I;TP-DE-3004;Planeación, estrategia y control ;Tributación Internacional
GESTOR IV;TP-DE-3005;Planeación, estrategia y control ;Tributación Internacional
GESTOR III;TP-DE-3006;Planeación, estrategia y control ;Tributación Internacional
GESTOR II;TP-DE-3007;Planeación, estrategia y control ;Tributación Internacional
GESTOR I;TP-DE-3008;Planeación, estrategia y control ;Tributación Internacional
ANALISTA V;TP-DE-2009;Planeación, estrategia y control ;Tributación Internacional
ANALISTA IV;TP-DE-2010;Planeación, estrategia y control ;Tributación Internacional
ANALISTA III;TP-DE-2011;Planeación, estrategia y control ;Tributación Internacional
ANALISTA II;TP-DE-2012;Planeación, estrategia y control ;Tributación Internacional
ANALISTA I;TP-DE-2013;Planeación, estrategia y control ;Tributación Internacional
FACILITADOR IV;TP-DE-1014;Planeación, estrategia y control ;Tributación Internacional
FACILITADOR III;TP-DE-1015;Planeación, estrategia y control ;Tributación Internacional
FACILITADOR II;TP-DE-1016;Planeación, estrategia y control ;Tributación Internacional
FACILITADOR I;TP-DE-1017;Planeación, estrategia y control ;Tributación Internacional
FACILITADOR IV;AF-RA-1008;Planeación, estrategia y control ;Tributación Internacional
FACILITADOR III;AF-RA-1009;Planeación, estrategia y control ;Tributación Internacional
FACILITADOR II;AF-RA-1011;Planeación, estrategia y control ;Tributación Internacional
INSPECTOR IV;TP-AD-3001;Los asociados a los despachos de las Direcciones de Gestión y Dirección Operativa de Grandes Contribuyentes.;Todos los subprocesos asociados al o los proceso(s)
INSPECTOR III;TP-AD-3002;Los asociados a los despachos de las Direcciones de Gestión y Dirección Operativa de Grandes Contribuyentes.;Todos los subprocesos asociados al o los proceso(s)
INSPECTOR II;TP-AD-3003;Los asociados a los despachos de las Direcciones de Gestión y Dirección Operativa de Grandes Contribuyentes.;Todos los subprocesos asociados al o los proceso(s)
INSPECTOR I;TP-AD-3004;Los asociados a los despachos de las Direcciones de Gestión y Dirección Operativa de Grandes Contribuyentes.;Todos los subprocesos asociados al o los proceso(s)
GESTOR IV;TP-AD-3005;Los asociados a los despachos de las Direcciones de Gestión y Dirección Operativa de Grandes Contribuyentes.;Todos los subprocesos asociados al o los proceso(s)
GESTOR III;TP-AD-3006;Los asociados a los despachos de las Direcciones de Gestión y Dirección Operativa de Grandes Contribuyentes.;Todos los subprocesos asociados al o los proceso(s)
GESTOR II;TP-AD-3007;Los asociados a los despachos de las Direcciones de Gestión y Dirección Operativa de Grandes Contribuyentes.;Todos los subprocesos asociados al o los proceso(s)
GESTOR I;TP-AD-3008;Los asociados a los despachos de las Direcciones de Gestión y Dirección Operativa de Grandes Contribuyentes.;Todos los subprocesos asociados al o los proceso(s)
ANALISTA V;TP-AD-2009;Los asociados a los despachos de las Direcciones de Gestión y Dirección Operativa de Grandes Contribuyentes.;Todos los subprocesos asociados al o los proceso(s)
ANALISTA IV;TP-AD-2010;Los asociados a los despachos de las Direcciones de Gestión y Dirección Operativa de Grandes Contribuyentes.;Todos los subprocesos asociados al o los proceso(s)
ANALISTA III;TP-AD-2011;Los asociados a los despachos de las Direcciones de Gestión y Dirección Operativa de Grandes Contribuyentes.;Todos los subprocesos asociados al o los proceso(s)
ANALISTA II;TP-AD-2012;Los asociados a los despachos de las Direcciones de Gestión y Dirección Operativa de Grandes Contribuyentes.;Todos los subprocesos asociados al o los proceso(s)
ANALISTA I;TP-AD-2013;Los asociados a los despachos de las Direcciones de Gestión y Dirección Operativa de Grandes Contribuyentes.;Todos los subprocesos asociados al o los proceso(s)
FACILITADOR IV;TP-AD-1014;Los asociados a los despachos de las Direcciones de Gestión y Dirección Operativa de Grandes Contribuyentes.;Todos los subprocesos asociados al o los proceso(s)
FACILITADOR III;TP-AD-1015;Los asociados a los despachos de las Direcciones de Gestión y Dirección Operativa de Grandes Contribuyentes.;Todos los subprocesos asociados al o los proceso(s)
FACILITADOR II;TP-AD-1016;Los asociados a los despachos de las Direcciones de Gestión y Dirección Operativa de Grandes Contribuyentes.;Todos los subprocesos asociados al o los proceso(s)
INSPECTOR IV;TP-DE-3001;Los asociados a los despachos de las Direcciones de Gestión y Dirección Operativa de Grandes Contribuyentes.;Todos los subprocesos asociados al o los proceso(s)
INSPECTOR III;TP-DE-3002;Los asociados a los despachos de las Direcciones de Gestión y Dirección Operativa de Grandes Contribuyentes.;Todos los subprocesos asociados al o los proceso(s)
INSPECTOR II;TP-DE-3003;Los asociados a los despachos de las Direcciones de Gestión y Dirección Operativa de Grandes Contribuyentes.;Todos los subprocesos asociados al o los proceso(s)
INSPECTOR I;TP-DE-3004;Los asociados a los despachos de las Direcciones de Gestión y Dirección Operativa de Grandes Contribuyentes.;Todos los subprocesos asociados al o los proceso(s)
GESTOR IV;TP-DE-3005;Los asociados a los despachos de las Direcciones de Gestión y Dirección Operativa de Grandes Contribuyentes.;Todos los subprocesos asociados al o los proceso(s)
GESTOR III;TP-DE-3006;Los asociados a los despachos de las Direcciones de Gestión y Dirección Operativa de Grandes Contribuyentes.;Todos los subprocesos asociados al o los proceso(s)
GESTOR II;TP-DE-3007;Los asociados a los despachos de las Direcciones de Gestión y Dirección Operativa de Grandes Contribuyentes.;Todos los subprocesos asociados al o los proceso(s)
GESTOR I;TP-DE-3008;Los asociados a los despachos de las Direcciones de Gestión y Dirección Operativa de Grandes Contribuyentes.;Todos los subprocesos asociados al o los proceso(s)
ANALISTA V;TP-DE-2009;Los asociados a los despachos de las Direcciones de Gestión y Dirección Operativa de Grandes Contribuyentes.;Todos los subprocesos asociados al o los proceso(s)
ANALISTA IV;TP-DE-2010;Los asociados a los despachos de las Direcciones de Gestión y Dirección Operativa de Grandes Contribuyentes.;Todos los subprocesos asociados al o los proceso(s)
ANALISTA III;TP-DE-2011;Los asociados a los despachos de las Direcciones de Gestión y Dirección Operativa de Grandes Contribuyentes.;Todos los subprocesos asociados al o los proceso(s)
ANALISTA II;TP-DE-2012;Los asociados a los despachos de las Direcciones de Gestión y Dirección Operativa de Grandes Contribuyentes.;Todos los subprocesos asociados al o los proceso(s)
ANALISTA I;TP-DE-2013;Los asociados a los despachos de las Direcciones de Gestión y Dirección Operativa de Grandes Contribuyentes.;Todos los subprocesos asociados al o los proceso(s)
FACILITADOR IV;TP-DE-1014;Los asociados a los despachos de las Direcciones de Gestión y Dirección Operativa de Grandes Contribuyentes.;Todos los subprocesos asociados al o los proceso(s)
FACILITADOR III;TP-DE-1015;Los asociados a los despachos de las Direcciones de Gestión y Dirección Operativa de Grandes Contribuyentes.;Todos los subprocesos asociados al o los proceso(s)
FACILITADOR II;TP-DE-1016;Los asociados a los despachos de las Direcciones de Gestión y Dirección Operativa de Grandes Contribuyentes.;Todos los subprocesos asociados al o los proceso(s)
FACILITADOR I;TP-DE-1017;Los asociados a los despachos de las Direcciones de Gestión y Dirección Operativa de Grandes Contribuyentes.;Todos los subprocesos asociados al o los proceso(s)
FACILITADOR IV;AF-RA-1008;Los asociados a los despachos de las Direcciones de Gestión y Dirección Operativa de Grandes Contribuyentes.;Todos los subprocesos asociados al o los proceso(s)
FACILITADOR III;AF-RA-1009;Los asociados a los despachos de las Direcciones de Gestión y Dirección Operativa de Grandes Contribuyentes.;Todos los subprocesos asociados al o los proceso(s)
FACILITADOR II;AF-RA-1011;Los asociados a los despachos de las Direcciones de Gestión y Dirección Operativa de Grandes Contribuyentes.;Todos los subprocesos asociados al o los proceso(s)
INSPECTOR IV;TP-AD-3001;Planeación, Estrategia y Control;Control Interno 
INSPECTOR III;TP-AD-3002;Planeación, Estrategia y Control;Control Interno 
INSPECTOR II;TP-AD-3003;Planeación, Estrategia y Control;Control Interno 
INSPECTOR I;TP-AD-3004;Planeación, Estrategia y Control;Control Interno 
GESTOR IV;TP-AD-3005;Planeación, Estrategia y Control;Control Interno 
GESTOR III;TP-AD-3006;Planeación, Estrategia y Control;Control Interno 
GESTOR II;TP-AD-3007;Planeación, Estrategia y Control;Control Interno 
GESTOR I;TP-AD-3008;Planeación, Estrategia y Control;Control Interno 
ANALISTA V;TP-AD-2009;Planeación, Estrategia y Control;Control Interno 
ANALISTA IV;TP-AD-2010;Planeación, Estrategia y Control;Control Interno 
ANALISTA III;TP-AD-2011;Planeación, Estrategia y Control;Control Interno 
ANALISTA II;TP-AD-2012;Planeación, Estrategia y Control;Control Interno 
ANALISTA I;TP-AD-2013;Planeación, Estrategia y Control;Control Interno 
FACILITADOR IV;TP-AD-1014;Planeación, Estrategia y Control;Control Interno 
FACILITADOR III;TP-AD-1015;Planeación, Estrategia y Control;Control Interno 
FACILITADOR II;TP-AD-1016;Planeación, Estrategia y Control;Control Interno 
INSPECTOR IV;TP-DE-3001;Planeación, Estrategia y Control;Control Interno 
INSPECTOR III;TP-DE-3002;Planeación, Estrategia y Control;Control Interno 
INSPECTOR II;TP-DE-3003;Planeación, Estrategia y Control;Control Interno 
INSPECTOR I;TP-DE-3004;Planeación, Estrategia y Control;Control Interno 
GESTOR IV;TP-DE-3005;Planeación, Estrategia y Control;Control Interno 
GESTOR III;TP-DE-3006;Planeación, Estrategia y Control;Control Interno 
GESTOR II;TP-DE-3007;Planeación, Estrategia y Control;Control Interno 
GESTOR I;TP-DE-3008;Planeación, Estrategia y Control;Control Interno 
ANALISTA V;TP-DE-2009;Planeación, Estrategia y Control;Control Interno 
ANALISTA IV;TP-DE-2010;Planeación, Estrategia y Control;Control Interno 
ANALISTA III;TP-DE-2011;Planeación, Estrategia y Control;Control Interno 
ANALISTA II;TP-DE-2012;Planeación, Estrategia y Control;Control Interno 
ANALISTA I;TP-DE-2013;Planeación, Estrategia y Control;Control Interno 
FACILITADOR IV;TP-DE-1014;Planeación, Estrategia y Control;Control Interno 
FACILITADOR III;TP-DE-1015;Planeación, Estrategia y Control;Control Interno 
FACILITADOR II;TP-DE-1016;Planeación, Estrategia y Control;Control Interno 
FACILITADOR I;TP-DE-1017;Planeación, Estrategia y Control;Control Interno 
FACILITADOR IV;AF-RA-1008;Planeación, Estrategia y Control;Control Interno 
FACILITADOR III;AF-RA-1009;Planeación, Estrategia y Control;Control Interno 
FACILITADOR II;AF-RA-1011;Planeación, Estrategia y Control;Control Interno 
INSPECTOR IV;TP-AD-3001;Administrativo y Financiero;Recursos Administrativos - Conductores
INSPECTOR III;TP-AD-3002;Administrativo y Financiero;Recursos Administrativos - Conductores
INSPECTOR II;TP-AD-3003;Administrativo y Financiero;Recursos Administrativos - Conductores
INSPECTOR I;TP-AD-3004;Administrativo y Financiero;Recursos Administrativos - Conductores
GESTOR IV;TP-AD-3005;Administrativo y Financiero;Recursos Administrativos - Conductores
GESTOR III;TP-AD-3006;Administrativo y Financiero;Recursos Administrativos - Conductores
GESTOR II;TP-AD-3007;Administrativo y Financiero;Recursos Administrativos - Conductores
GESTOR I;TP-AD-3008;Administrativo y Financiero;Recursos Administrativos - Conductores
ANALISTA V;TP-AD-2009;Administrativo y Financiero;Recursos Administrativos - Conductores
ANALISTA IV;TP-AD-2010;Administrativo y Financiero;Recursos Administrativos - Conductores
ANALISTA III;TP-AD-2011;Administrativo y Financiero;Recursos Administrativos - Conductores
ANALISTA II;TP-AD-2012;Administrativo y Financiero;Recursos Administrativos - Conductores
ANALISTA I;TP-AD-2013;Administrativo y Financiero;Recursos Administrativos - Conductores
FACILITADOR IV;TP-AD-1014;Administrativo y Financiero;Recursos Administrativos - Conductores
FACILITADOR III;TP-AD-1015;Administrativo y Financiero;Recursos Administrativos - Conductores
FACILITADOR II;TP-AD-1016;Administrativo y Financiero;Recursos Administrativos - Conductores
INSPECTOR IV;TP-DE-3001;Administrativo y Financiero;Recursos Administrativos - Conductores
INSPECTOR III;TP-DE-3002;Administrativo y Financiero;Recursos Administrativos - Conductores
INSPECTOR II;TP-DE-3003;Administrativo y Financiero;Recursos Administrativos - Conductores
INSPECTOR I;TP-DE-3004;Administrativo y Financiero;Recursos Administrativos - Conductores
GESTOR IV;TP-DE-3005;Administrativo y Financiero;Recursos Administrativos - Conductores
GESTOR III;TP-DE-3006;Administrativo y Financiero;Recursos Administrativos - Conductores
GESTOR II;TP-DE-3007;Administrativo y Financiero;Recursos Administrativos - Conductores
GESTOR I;TP-DE-3008;Administrativo y Financiero;Recursos Administrativos - Conductores
ANALISTA V;TP-DE-2009;Administrativo y Financiero;Recursos Administrativos - Conductores
ANALISTA IV;TP-DE-2010;Administrativo y Financiero;Recursos Administrativos - Conductores
ANALISTA III;TP-DE-2011;Administrativo y Financiero;Recursos Administrativos - Conductores
ANALISTA II;TP-DE-2012;Administrativo y Financiero;Recursos Administrativos - Conductores
ANALISTA I;TP-DE-2013;Administrativo y Financiero;Recursos Administrativos - Conductores
FACILITADOR IV;TP-DE-1014;Administrativo y Financiero;Recursos Administrativos - Conductores
FACILITADOR III;TP-DE-1015;Administrativo y Financiero;Recursos Administrativos - Conductores
FACILITADOR II;TP-DE-1016;Administrativo y Financiero;Recursos Administrativos - Conductores
FACILITADOR I;TP-DE-1017;Administrativo y Financiero;Recursos Administrativos - Conductores
FACILITADOR IV;AF-RA-1008;Administrativo y Financiero;Recursos Administrativos - Conductores
FACILITADOR III;AF-RA-1009;Administrativo y Financiero;Recursos Administrativos - Conductores
